"nie_malla_modi_id","sen_slope_pnm11","sen_slope_per_pnm11","p_value_pnm11","tau_pnm11"
1654440,0,0,1,0.011
1654441,0,NA,NA,0
1654442,0,0,0.3633,0.121
1654443,0,NA,NA,0
1654444,0,NA,NA,0
1654445,0,0,0.3633,0.121
1654446,0,0,0.3633,0.121
1654447,0,0,0.3633,0.121
1654448,0,0,0.3633,0.121
1654449,0,0,0.21485,0.121
1654450,0,0,0.21485,0.121
1654451,0,0,0.21485,0.121
1656699,0,0,0.07168,0.319
1656710,0.853,3.42,0.58407,0.121
1656711,0.934,3.34,0.58407,0.121
1656712,0.928,3.49,0.74256,0.077
1656713,0.927,3.51,0.74256,0.077
1656714,0.723,3.06,0.66142,0.099
1656715,0.083,0.31,0.91281,0.033
1656716,0.871,2.25,0.74256,0.077
1656717,1.363,3.08,0.66142,0.099
1656718,0.867,2.65,0.66142,0.099
1656719,0.873,2.7,0.66142,0.099
1656720,0.938,2.78,0.66142,0.099
1656721,0.899,2.69,0.66142,0.099
1656722,1.203,3.23,0.66142,0.099
1656723,1.374,3.53,0.58407,0.121
1656724,0.177,0.63,0.91281,0.033
1656730,0,0,0.73612,0.077
1656731,0.035,0.54,0.50564,0.143
1656732,0,0,0.6532,0.099
1656738,0.03,0.46,0.32102,0.209
1656739,0.513,4.15,0.24958,0.242
1656740,0.849,4,0.38107,0.187
1656741,1.041,3.29,0.51122,0.143
1656742,1.362,3.43,0.58407,0.121
1656743,1.061,2.42,0.82667,0.055
1656744,1.073,2.42,0.82667,0.055
1656745,1,2.43,0.74256,0.077
1656746,0.64,1.26,0.74256,0.077
1656747,0.428,0.8,0.91281,0.033
1656748,-0.153,-0.27,0.82667,-0.055
1656749,-0.104,-0.18,1,-0.011
1656750,-0.148,-0.24,1,-0.011
1656751,-0.08,-0.15,1,-0.011
1656752,0.417,0.9,0.74256,0.077
1656753,0.55,0.91,0.82667,0.055
1656754,-0.413,-0.55,1,-0.011
1656755,0.08,0.1,0.91281,0.033
1656756,0.243,0.29,0.91281,0.033
1656757,-0.242,-0.34,1,-0.011
1656758,0.511,1.03,0.91281,0.033
1656759,0.83,2.09,0.51122,0.143
1656760,1.013,3.31,0.32442,0.209
1656761,1.28,5.98,0.24958,0.242
1656762,1.137,7.11,0.47422,0.154
1656763,1.017,5.68,0.41085,0.176
1656764,0.994,5.62,0.476,0.154
1656765,0.996,6.64,0.47422,0.154
1656766,0.604,4.96,0.40896,0.176
1656767,0.05,0.65,0.62029,0.11
1656768,0.212,2.16,0.47422,0.154
1656769,0.029,0.42,0.78313,0.066
1656770,0.171,1.78,0.54483,0.132
1656771,0.774,4.42,0.476,0.154
1656772,0.887,4.91,0.476,0.154
1656773,0.63,4.74,0.476,0.154
1656774,0,0,0.9561,0.022
1656775,0.048,0.48,0.78313,0.066
1656776,0.679,5.35,0.41085,0.176
1656777,0.644,4.56,0.35131,0.198
1656778,0.052,0.58,0.78313,0.066
1656779,0.04,0.45,0.69999,0.088
1656780,0.657,4.85,0.29754,0.22
1656781,1.002,5.29,0.476,0.154
1656782,0.958,6.18,0.35131,0.198
1656783,0.5,4.83,0.29754,0.22
1656784,0.077,1.07,0.40896,0.176
1656785,0.279,3.55,0.24768,0.242
1656786,0.105,1.29,0.24768,0.242
1656787,0.54,4.86,0.2073,0.264
1656788,0.515,4.86,0.2073,0.264
1656789,0.153,2.18,0.16876,0.286
1656790,0.054,1.05,0.3748,0.187
1656791,0.16,2.31,0.16876,0.286
1656792,0.142,2.08,0.20547,0.264
1656793,0.511,4.7,0.18889,0.275
1656794,1.048,6.32,0.22844,0.253
1656795,1.126,5.42,0.27356,0.231
1656796,1.045,6.44,0.18889,0.275
1656797,0.455,4.49,0.2073,0.264
1656798,0.483,4.37,0.24958,0.242
1656799,0.47,4.14,0.29754,0.22
1656800,0.643,4.45,0.41085,0.176
1656801,0.636,3.77,0.41085,0.176
1656802,0.645,4.13,0.476,0.154
1656803,0.35,3.12,0.54644,0.132
1656804,0.084,0.93,0.86935,0.044
1656805,0.472,2.46,0.78398,0.066
1656806,0.754,3.12,0.66142,0.099
1656807,0.392,2.08,0.86935,0.044
1656808,0.062,0.36,0.78398,0.066
1656809,0,0,1,0
1656810,0.011,0.17,0.95628,0.022
1656811,0,0,1,0
1656812,0,0,1,0
1656813,-0.034,-0.43,0.95628,-0.022
1656814,-0.041,-0.54,0.95628,-0.022
1656815,0.216,1.96,0.6217,0.11
1656816,0.296,1.9,0.70113,0.088
1656817,0.356,2.4,0.6217,0.11
1656818,0.439,3.21,0.476,0.154
1656819,-0.054,-0.67,0.95628,-0.022
1656820,0,0,0.9561,-0.022
1656821,0.002,0.07,0.43168,0.165
1656822,0,0,0.9561,-0.022
1656823,0.387,4.21,0.35131,0.198
1656824,0.377,4.28,0.37964,0.187
1656825,0.5,4.12,0.35131,0.198
1656826,0.002,0.04,0.47422,0.154
1656827,0.002,0.04,0.47422,0.154
1656828,0.002,0.04,0.47422,0.154
1656829,0.279,3.63,0.41085,0.176
1656830,0.001,0.02,0.50824,0.143
1656831,0.001,0.03,0.5791,0.121
1656832,0,0,0.51784,0.132
1656833,0,0,0.79694,0.055
1656834,0,0,0.79694,0.055
1656835,0,0,0.79694,0.055
1656836,0,0,0.79694,0.055
1656837,0,0,0.93862,-0.022
1656838,0,0,0.3633,0.121
1656839,0,0,0.3633,0.121
1656840,0,0,0.3633,0.121
1656841,0,0,0.3633,0.121
1656842,0,0,0.3633,0.121
1656843,0,0,0.3633,0.121
1656844,0,NA,NA,0
1656845,0,0,1,0.011
1656846,0,0,0.3633,0.121
1656847,0,0,0.3633,0.121
1656848,0,0,0.3633,0.121
1656849,0,0,0.3633,0.121
1656850,0,0,0.3633,0.121
1656851,0,0,0.3633,0.121
1656852,0,0,0.21485,0.121
1656853,0,0,0.21485,0.121
1656854,0,0,0.21485,0.121
1656857,0,0,0.21485,0.121
1656858,0,0,0.21485,0.121
1656859,0,0,0.21485,0.121
1656860,0,0,0.21485,0.121
1659099,0,0,0.23925,0.198
1659101,0,0,0.07168,0.319
1659107,0,0,0.31759,0.198
1659108,0,0,0.52901,0.132
1659109,0.012,0.18,0.65722,0.099
1659110,0.655,4.28,0.32442,0.209
1659111,0.933,3.69,0.58407,0.121
1659112,1.669,5.02,0.44342,0.165
1659113,0.961,2.45,0.58407,0.121
1659114,1.087,3.18,0.51122,0.143
1659115,0.761,3.13,0.66142,0.099
1659116,0.573,3.19,0.44342,0.165
1659117,0.054,0.23,1,0.011
1659118,0.801,2.53,0.82667,0.055
1659119,1.343,3.19,0.66142,0.099
1659120,1.227,3.23,0.66142,0.099
1659121,0.869,2.64,0.66142,0.099
1659122,1.47,3.14,0.66142,0.099
1659123,1.987,4.03,0.58407,0.121
1659124,1.555,3.02,0.58407,0.121
1659125,2.502,5.38,0.51122,0.143
1659126,0.883,2.49,0.66142,0.099
1659133,0.338,3.36,0.476,0.154
1659134,0.073,0.66,0.82667,0.055
1659135,0.063,0.93,0.54644,0.132
1659136,0.149,2.1,0.476,0.154
1659137,0,0,0.31759,0.198
1659138,0,0,0.52901,0.132
1659139,0,0,0.26399,0.22
1659140,0.086,1.32,0.32102,0.209
1659141,0.225,2.58,0.476,0.154
1659142,0.487,3.48,0.24958,0.242
1659143,1.023,5.41,0.27356,0.231
1659144,0.862,3.48,0.66142,0.099
1659145,0.706,2.62,0.82667,0.055
1659146,0.541,1.9,0.82667,0.055
1659147,0.611,1.8,0.82667,0.055
1659148,0.766,1.89,0.82667,0.055
1659149,0.814,1.81,0.91281,0.033
1659150,0.245,0.45,1,0.011
1659151,1.12,1.63,1,0.011
1659152,0.28,0.4,1,0.011
1659153,0.553,0.9,1,0.011
1659154,-0.36,-0.63,0.91281,-0.033
1659155,0.547,0.89,1,0.011
1659156,-0.123,-0.15,1,-0.011
1659157,0.73,0.78,0.82667,0.055
1659158,0.843,0.89,0.82667,0.055
1659159,0.14,0.17,1,0.011
1659160,0.634,1.03,0.91281,0.033
1659161,0.85,1.93,0.58407,0.121
1659162,0.779,2.13,0.74256,0.077
1659163,1.192,4.66,0.38107,0.187
1659164,1.352,5.64,0.41085,0.176
1659165,1.398,5.15,0.32442,0.209
1659166,1.313,5.7,0.29754,0.22
1659167,1.132,7.02,0.476,0.154
1659168,0.666,5.21,0.47422,0.154
1659169,0.126,1.29,0.54483,0.132
1659170,0.063,0.85,0.54483,0.132
1659171,0.283,3.34,0.34937,0.198
1659172,0.122,1.06,0.62029,0.11
1659173,0.8,4.23,0.54644,0.132
1659174,1.699,7.03,0.38107,0.187
1659175,0.67,4.93,0.476,0.154
1659176,0.016,0.18,0.78313,0.066
1659177,0.683,5.43,0.476,0.154
1659178,0.892,5.93,0.41085,0.176
1659179,0.621,4.5,0.35131,0.198
1659180,0.054,0.63,0.78313,0.066
1659181,0.564,4.38,0.35131,0.198
1659182,0.775,4.11,0.54644,0.132
1659183,1.042,4.5,0.41085,0.176
1659184,0.838,5.49,0.35131,0.198
1659185,0.509,4.82,0.29754,0.22
1659186,0.922,6.3,0.29754,0.22
1659187,0.574,5.62,0.24768,0.242
1659188,0.59,5.12,0.2073,0.264
1659189,0.878,6.35,0.17048,0.286
1659190,0.812,6.33,0.17048,0.286
1659191,0.196,2.31,0.2073,0.264
1659192,0.07,1.23,0.3748,0.187
1659193,0.2,2.61,0.16876,0.286
1659194,0.553,4.94,0.2073,0.264
1659195,0.54,4.46,0.22844,0.253
1659196,1.052,6.33,0.22844,0.253
1659197,2.221,8.66,0.18889,0.275
1659198,1.125,6.13,0.27356,0.231
1659199,0.942,5.61,0.22844,0.253
1659200,0.47,4.07,0.29754,0.22
1659201,0.43,3.81,0.29754,0.22
1659202,0.567,4.02,0.41085,0.176
1659203,0.688,3.08,0.41085,0.176
1659204,0.628,2.63,0.54644,0.132
1659205,0.562,3.64,0.476,0.154
1659206,0.08,0.88,0.86935,0.044
1659207,0.297,1.71,0.78398,0.066
1659208,0.658,2.51,0.58407,0.121
1659209,0.644,2.57,0.58407,0.121
1659210,0.328,1.71,0.86935,0.044
1659211,0.179,1.21,0.86935,0.044
1659212,-0.039,-0.44,0.86935,-0.044
1659213,-0.029,-0.4,0.95628,-0.022
1659214,-0.13,-1.48,0.78398,-0.066
1659215,0.14,0.98,0.95628,0.022
1659216,0.176,1.38,0.70113,0.088
1659217,0.226,2.05,0.6217,0.11
1659218,0.196,1.59,0.54644,0.132
1659219,0.27,2.59,0.6217,0.11
1659220,0.373,2.43,0.6217,0.11
1659221,-0.061,-0.75,0.95628,-0.022
1659222,0,0,0.9561,-0.022
1659223,0,0,0.6532,0.099
1659224,0.001,0.02,0.95628,0.022
1659225,0.427,3.04,0.41085,0.176
1659226,0.387,3.16,0.476,0.154
1659227,0.435,4.07,0.476,0.154
1659228,0,0,1,0
1659229,0.358,4.16,0.37964,0.187
1659230,0,0,1,0
1659231,0.002,0.05,0.47422,0.154
1659232,0,0,0.68069,0.088
1659233,0,0,0.68069,0.088
1659234,0,0,0.51784,0.132
1659235,0,0,0.79694,0.055
1659236,0,0,0.94481,0.022
1659237,0,0,0.79694,0.055
1659238,0,0,0.79694,0.055
1659239,0,0,0.93862,-0.022
1659240,0,0,0.93862,-0.022
1659241,0,0,0.93862,-0.022
1659242,0,0,0.81732,-0.044
1659243,0,0,0.3633,0.121
1659244,0,0,0.3633,0.121
1659245,0,0,0.3633,0.121
1659246,0,0,0.3633,0.121
1659247,0,0,0.3633,0.121
1659248,0,0,0.3633,0.121
1659249,0,0,0.3633,0.121
1659250,0,0,0.3633,0.121
1659251,0,0,0.3633,0.121
1659252,0,0,0.3633,0.121
1659253,0,0,0.3633,0.121
1659254,0,0,0.21485,0.121
1659255,0,0,0.3633,0.121
1659256,0,0,0.21485,0.121
1659257,0,0,0.21485,0.121
1659258,0,0,0.21485,0.121
1659259,0,0,0.21485,0.121
1659260,0,0,0.21485,0.121
1659261,0,0,0.21485,0.121
1659262,0,0,0.21485,0.121
1659263,0,0,0.21485,0.121
1661499,0,0,0.23925,0.198
1661501,0,0,0.07168,0.319
1661503,0,0,0.09443,0.297
1661508,0,0,0.52901,0.132
1661509,0.004,0.08,0.73927,0.077
1661510,0,0,0.45689,0.154
1661511,0,0,1,0.011
1661512,0.033,0.37,0.50564,0.143
1661513,0.404,3.13,0.38107,0.187
1661514,0.782,3.18,0.66142,0.099
1661515,0.781,3.15,0.66142,0.099
1661516,0.674,2.92,0.66142,0.099
1661517,1.05,3.86,0.66142,0.099
1661518,0.542,3.52,0.66142,0.099
1661519,0,0,1,0
1661520,-0.007,-0.02,1,-0.011
1661521,1.19,3.46,0.66142,0.099
1661522,1.377,3.09,0.58407,0.121
1661523,2.77,5.27,0.58407,0.121
1661524,2.827,5.31,0.58407,0.121
1661525,3.476,5.47,0.58407,0.121
1661526,3.536,5.47,0.58407,0.121
1661527,3.035,5.15,0.58407,0.121
1661528,1.952,4.13,0.51122,0.143
1661529,1.462,3.57,0.66142,0.099
1661530,0.471,1.38,0.74256,0.077
1661535,0.078,1,0.44342,0.165
1661536,0.43,2.29,0.82667,0.055
1661537,0.296,1.79,0.74256,0.077
1661538,0.331,2.41,0.58407,0.121
1661539,0.153,1.75,0.476,0.154
1661540,0.172,2.04,0.476,0.154
1661541,0,0,0.60651,0.11
1661542,0,0,0.91056,0.033
1661543,0.104,1.24,0.476,0.154
1661544,0.094,0.96,0.54644,0.132
1661545,0.31,2.49,0.35131,0.198
1661546,0.209,1.14,0.66142,0.099
1661547,0.244,1.16,0.74256,0.077
1661548,0.28,1.07,0.91281,0.033
1661549,-0.29,-0.99,1,-0.011
1661550,-0.113,-0.32,0.91281,-0.033
1661551,0.02,0.04,1,0.011
1661552,-0.363,-0.65,1,-0.011
1661553,-0.091,-0.11,1,-0.011
1661554,0.157,0.18,0.91281,0.033
1661555,-0.438,-0.59,1,-0.011
1661556,0.047,0.07,1,0.011
1661557,-0.173,-0.22,0.91281,-0.033
1661558,1.21,1.35,0.91281,0.033
1661559,2.002,1.93,0.82667,0.055
1661560,2.242,2.04,0.74256,0.077
1661561,0.763,0.81,0.82667,0.055
1661562,0.107,0.13,1,0.011
1661563,1.002,1.62,0.82667,0.055
1661564,0.943,2.38,0.58407,0.121
1661565,1.027,2.86,0.58407,0.121
1661566,0.961,2.77,0.38107,0.187
1661567,1.28,4.16,0.44342,0.165
1661568,1.315,5.81,0.41085,0.176
1661569,0.946,6.32,0.47422,0.154
1661570,0.75,5.65,0.54483,0.132
1661571,0.36,2.98,0.54483,0.132
1661572,0.201,1.69,0.62029,0.11
1661573,0.18,1.52,0.54483,0.132
1661574,1.213,7.8,0.29754,0.22
1661575,1.142,4.45,0.51122,0.143
1661576,0.824,3.9,0.54644,0.132
1661577,0.7,5.32,0.41085,0.176
1661578,0.786,5.82,0.41085,0.176
1661579,1.013,6.02,0.41085,0.176
1661580,0.972,5.23,0.41085,0.176
1661581,0.624,4.6,0.29754,0.22
1661582,0.113,1.25,0.62029,0.11
1661583,0.813,6.1,0.35131,0.198
1661584,1.11,5.05,0.476,0.154
1661585,0.751,2.68,0.32442,0.209
1661586,1.005,5.49,0.35131,0.198
1661587,0.525,4.86,0.29754,0.22
1661588,0.935,5.22,0.29754,0.22
1661589,0.8,5.71,0.24958,0.242
1661590,1.065,6.01,0.24958,0.242
1661591,1.057,6.12,0.2073,0.264
1661592,0.611,5.11,0.2073,0.264
1661593,0.225,2.98,0.20547,0.264
1661594,0.095,1.37,0.24768,0.242
1661595,0.53,5.12,0.20547,0.264
1661596,0.895,6.36,0.17048,0.286
1661597,1.181,6.62,0.27356,0.231
1661598,1.815,7.73,0.22844,0.253
1661599,1.339,4.5,0.32442,0.209
1661600,1.13,3.97,0.32442,0.209
1661601,1.53,6.28,0.22844,0.253
1661602,0.7,4.11,0.44342,0.165
1661603,0.68,4.3,0.41085,0.176
1661604,0.573,3.51,0.54644,0.132
