"nie_malla_modi_id","sen_slope_pnsp","sen_slope_per_pnsp","p_value_pnsp","tau_pnsp"
1666411,0,0,1,0
1666412,-0.167,-0.74,0.82667,-0.055
1666413,-0.334,-1.32,0.82667,-0.055
1666414,-0.244,-0.88,0.82667,-0.055
1666415,0,0,1,0
1666416,0,0,1,0.011
1666417,0,0,1,0.011
1666418,0,0,1,0.011
1666419,0,0,1,0.011
1666420,0,0,0.91056,0.033
1666421,0,0,1,-0.011
1666422,0,0,0.91056,0.033
1666423,0,0,1,0.011
1666424,0,0,1,0.011
1666425,0.014,0.55,0.39066,0.176
1666426,0.007,0.3,0.27689,0.22
1666427,0.015,0.68,0.22944,0.242
1666428,0,0,0.44471,0.154
1666429,0,0,0.51784,0.132
1666430,0.014,0.48,0.39066,0.176
1666431,0,0,0.44471,0.154
1666432,0.018,0.62,0.33061,0.198
1666433,0,0,0.45689,0.154
1666434,0.075,1.15,0.50032,0.143
1666435,0.054,1.08,0.39066,0.176
1666436,0,0,0.68069,0.088
1666437,0,0,0.7688,0.066
1666438,0,0,0.86,0.044
1666439,0,0,0.86,0.044
1666440,0,0,0.81377,0.055
1666441,0,0,0.69953,0.077
1666442,0,0,0.44636,0.132
1666443,0,0,0.21485,0.121
1666444,0,0,0.21485,0.121
1666445,0,0,0.21485,0.121
1666446,0,0,0.21485,0.121
1666447,0,NA,NA,0
1666448,0,NA,NA,0
1666449,0,0,0.21485,0.121
1666450,0,0,0.21485,0.121
1666451,0,0,0.21485,0.121
1666452,0,0,0.21485,0.121
1666453,0,0,0.21485,0.121
1666454,0,0,0.21485,0.121
1666455,0,0,0.21485,0.121
1666456,0,0,1,0.011
1666457,0,0,0.21485,0.121
1666458,0,0,1,0.011
1666459,0,0,0.21485,0.121
1666460,0,0,0.93862,0.022
1666461,0,0,0.21485,0.121
1666462,0,NA,NA,0
1666463,0,NA,NA,0
1666464,0,NA,NA,0
1666465,0,NA,NA,0
1666466,0,0,0.21485,0.121
1666467,0,0,0.21485,0.121
1666468,0,NA,NA,0
1666469,0,NA,NA,0
1666470,0,NA,NA,0
1666471,0,NA,NA,0
1666472,0,NA,NA,0
1666473,0,NA,NA,0
1666475,0,NA,NA,0
1668702,0,NA,NA,0
1668703,0,NA,NA,0
1668704,0,NA,NA,0
1668705,0,NA,NA,0
1668706,0,NA,NA,0
1668707,0,NA,NA,0
1668708,0,0,0.21485,-0.121
1668709,0,0,0.85573,-0.033
1668710,0,0,0.89763,-0.033
1668713,0,0,1,0
1668714,0,0,0.82224,-0.055
1668715,0.171,0.76,0.69999,0.088
1668716,0.16,0.51,0.91281,0.033
1668717,0.19,0.5,0.91281,0.033
1668718,0.071,0.29,0.78313,0.066
1668719,0,0,0.9561,0.022
1668720,0.1,0.19,1,0.011
1668721,-1.55,-2.44,0.82667,-0.055
1668722,-0.673,-1.76,0.91281,-0.033
1668723,-0.831,-2.48,0.82667,-0.055
1668724,0,0,0.9561,-0.022
1668725,-0.13,-0.89,0.62029,-0.11
1668726,-0.8,-2.74,0.44342,-0.165
1668727,-0.935,-2.49,0.66142,-0.099
1668728,-1.163,-2.61,0.66142,-0.099
1668729,-1.167,-2.58,0.66142,-0.099
1668730,-1.88,-3.61,0.58407,-0.121
1668731,-1.878,-3.14,0.51122,-0.143
1668732,-2.223,-3.49,0.51122,-0.143
1668733,-2.138,-2.98,0.58407,-0.121
1668734,-2.378,-2.94,0.66142,-0.099
1668735,-2.155,-2.52,0.74256,-0.077
1668736,-2.284,-2.61,0.74256,-0.077
1668737,-2.214,-2.61,0.66142,-0.099
1668738,-2.384,-3.11,0.58407,-0.121
1668739,-1.86,-3.31,0.66142,-0.099
1668741,-1.161,-4.38,0.58407,-0.121
1668742,-0.287,-1.7,0.78398,-0.066
1668743,-2.132,-5.19,0.66142,-0.099
1668744,-2.54,-5.72,0.58407,-0.121
1668745,-2.343,-5.62,0.66142,-0.099
1668746,-0.397,-1.74,1,-0.011
1668747,-0.012,-0.09,0.86935,-0.044
1668748,0,0,0.91056,0.033
1668749,0,0,0.91056,0.033
1668750,-0.133,-1.22,0.65722,-0.099
1668751,-0.01,-0.05,1,-0.011
1668752,-1.982,-4.34,0.74256,-0.077
1668753,-1.872,-2.86,0.66142,-0.099
1668754,-2.167,-3.04,0.70113,-0.088
1668755,-1.903,-2.5,0.82667,-0.055
1668756,-2.228,-2.8,0.82667,-0.055
1668757,-1.895,-2.45,0.82667,-0.055
1668758,-2.684,-3.3,0.74256,-0.077
1668759,-1.612,-2.04,0.66142,-0.099
1668760,-1.698,-1.63,1,-0.011
1668761,-2.829,-2.16,0.51122,-0.143
1668762,-2.67,-1.96,0.32442,-0.209
1668763,-2.241,-2.02,0.91281,-0.033
1668764,-1.883,-1.64,0.82667,-0.055
1668765,-2.01,-1.55,0.44342,-0.165
1668766,-1.916,-1.58,0.58407,-0.121
1668767,-2.328,-2.08,0.74256,-0.077
1668768,-2.305,-2.12,0.82667,-0.055
1668769,-2.541,-2.59,0.91281,-0.033
1668770,-1.577,-1.84,0.82667,-0.055
1668771,-2.135,-2.95,0.74256,-0.077
1668772,-2.03,-3.23,0.66142,-0.099
1668773,-0.794,-1.54,0.70113,-0.088
1668774,-0.742,-2.12,0.51122,-0.143
1668775,0.022,0.1,0.82667,0.055
1668776,-0.782,-2.59,0.38107,-0.187
1668777,-0.225,-0.93,0.74256,-0.077
1668778,-0.12,-0.5,0.82667,-0.055
1668779,-1.281,-4.12,0.38107,-0.187
1668780,-0.638,-1.64,0.66142,-0.099
1668781,-0.797,-1.94,0.66142,-0.099
1668782,-1.196,-4.33,0.44342,-0.165
1668783,-0.54,-2.46,0.44342,-0.165
1668784,-0.746,-2.91,0.58407,-0.121
1668785,-0.825,-2.82,0.66142,-0.099
1668786,-1.162,-5.21,0.38107,-0.187
1668787,-1.179,-6.39,0.51122,-0.143
1668788,-1.122,-5.81,0.44342,-0.165
1668789,-0.019,-0.15,0.91281,-0.033
1668790,-0.962,-4.69,0.44342,-0.165
1668791,-0.762,-2.53,0.51122,-0.143
1668792,-1.4,-5.21,0.44342,-0.165
1668793,-1.343,-5.88,0.58407,-0.121
1668794,-0.742,-4.22,0.44342,-0.165
1668795,-0.12,-0.89,0.78398,-0.066
1668796,-0.056,-0.47,0.78313,-0.066
1668797,-0.082,-0.62,0.86935,-0.044
1668798,-0.05,-0.46,0.78313,-0.066
1668799,-0.178,-1.2,0.78398,-0.066
1668800,-0.022,-0.2,0.86883,-0.044
1668801,-0.024,-0.52,0.69999,-0.088
1668802,-0.007,-0.11,0.86883,-0.044
1668803,-0.011,-0.1,0.78313,-0.066
1668804,-0.612,-3.81,0.66142,-0.099
1668805,-1.68,-6.37,0.74256,-0.077
1668806,-1.535,-5.71,0.74256,-0.077
1668807,-0.37,-1.62,0.82667,-0.055
1668808,-0.735,-3.68,0.82667,-0.055
1668809,-0.719,-3.6,0.82667,-0.055
1668810,-0.21,-0.85,0.91281,-0.033
1668811,-0.425,-1.35,0.82667,-0.055
1668812,-0.338,-1.16,0.91281,-0.033
1668813,-0.122,-0.51,1,-0.011
1668814,-0.387,-1.41,0.82667,-0.055
1668815,-1.284,-3.59,0.44342,-0.165
1668816,-0.238,-0.92,0.91281,-0.033
1668817,0.028,0.13,0.95628,0.022
1668818,0,0,0.91166,0.033
1668819,0,0,0.91056,0.033
1668820,0,0,0.91056,0.033
1668821,0,0,0.91056,-0.033
1668822,0,0,1,0.011
1668823,0,0,1,0.011
1668824,0,0,0.91166,-0.033
1668825,0,0,0.82441,-0.055
1668826,0,0,0.82224,0.055
1668827,0,0,0.82224,0.055
1668828,0,0,0.82224,0.055
1668829,0.038,0.96,0.50032,0.143
1668830,0,0,0.44471,0.154
1668831,0.051,1.33,0.39066,0.176
1668832,0.03,0.49,0.57435,0.121
1668833,0.052,1.37,0.39066,0.176
1668834,0.028,0.45,0.57435,0.121
1668835,0,0,0.91056,0.033
1668836,0,0,0.91056,0.033
1668837,0,0,0.45689,0.154
1668838,0.011,0.33,0.39066,0.176
1668839,0,0,0.60651,0.11
1668840,0,0,0.7688,0.066
1668841,0,0,0.68069,0.088
1668842,0,0,0.69953,0.077
1668843,0,0,0.69953,0.077
1668844,0,0,0.44636,0.132
1668845,0,0,0.21485,0.121
1668846,0,0,0.10588,0.242
1668847,0,0,0.21485,0.121
1668848,0,0,0.21485,0.121
1668849,0,0,0.21485,0.121
1668850,0,0,0.21485,0.121
1668851,0,0,0.21485,0.121
1668852,0,0,0.21485,0.121
1668853,0,0,1,0.011
1668854,0,0,0.21485,0.121
1668855,0,0,1,0.011
1668856,0,0,1,0.011
1668857,0,0,0.21485,0.121
1668858,0,0,1,0.011
1668859,0,0,0.21485,0.121
1668860,0,0,0.21485,0.121
1668861,0,0,1,0.011
1668862,0,0,0.93862,0.022
1668863,0,0,0.21485,0.121
1668864,0,0,0.21485,0.121
1668865,0,NA,NA,0
1668866,0,NA,NA,0
1668867,0,NA,NA,0
1668868,0,0,0.21485,0.121
1668869,0,0,0.21485,0.121
1668870,0,NA,NA,0
1668871,0,NA,NA,0
1668872,0,NA,NA,0
1668873,0,NA,NA,0
1668874,0,NA,NA,0
1668875,0,NA,NA,0
1668876,0,NA,NA,0
1668877,0,NA,NA,0
1668879,0,NA,NA,0
1671104,0,NA,NA,0
1671105,0,NA,NA,0
1671106,0,NA,NA,0
1671107,0,NA,NA,0
1671108,0,NA,NA,0
1671109,0,0,0.21485,-0.121
1671110,0,0,0.21485,-0.121
1671111,0,0,0.85573,-0.033
1671112,0,0,0.89763,-0.033
1671113,0,0,0.62528,0.099
1671115,0,0,0.46383,0.143
1671116,0,0,0.82441,-0.055
1671117,-0.17,-0.53,0.91281,-0.033
1671118,0.093,0.21,1,0.011
1671119,0.204,0.44,0.91281,0.033
1671120,0.6,1.37,0.74256,0.077
1671121,0.06,0.14,1,0.011
1671122,0.115,0.22,1,0.011
1671123,-0.01,-0.02,1,-0.011
1671124,-0.716,-2.1,0.91281,-0.033
1671125,0.002,0.01,0.86883,0.044
1671126,-0.036,-0.16,0.86935,-0.044
1671127,-0.305,-1.66,0.6217,-0.11
1671128,-0.26,-1.59,0.69999,-0.088
1671129,-0.723,-3.04,0.66142,-0.099
1671130,-1.336,-4.39,0.51122,-0.143
1671131,-1.341,-3.84,0.58407,-0.121
1671132,-2.064,-4.91,0.51122,-0.143
1671133,-2.072,-4.65,0.51122,-0.143
1671134,-2.65,-4.62,0.44342,-0.165
1671135,-2.306,-3.62,0.44342,-0.165
1671136,-2.404,-3.6,0.51122,-0.143
1671137,-2.416,-3.49,0.51122,-0.143
1671138,-2.478,-3.41,0.51122,-0.143
1671139,-0.77,-0.88,0.91281,-0.033
1671140,-1.876,-2.16,0.91281,-0.033
1671141,-1.975,-2.87,0.58407,-0.121
1671142,-2.339,-3.5,0.66142,-0.099
1671143,-1.962,-4.19,0.66142,-0.099
1671144,-1.01,-3.99,0.74256,-0.077
1671145,-1.968,-4.65,0.51122,-0.143
1671146,-2.683,-5.26,0.74256,-0.077
1671147,-2.25,-4.01,0.58407,-0.121
1671148,-0.941,-3.17,0.74256,-0.077
1671149,-0.006,-0.04,0.95628,-0.022
1671150,-0.01,-0.15,0.73927,-0.077
1671151,0,0,1,0.011
1671152,0,0,1,0.011
1671153,0.06,0.36,0.91281,0.033
1671154,-2.032,-5.37,0.66142,-0.099
1671155,-1.835,-3.26,0.91281,-0.033
1671156,-1.923,-2.6,0.82667,-0.055
1671157,-2.225,-2.52,0.74256,-0.077
1671158,-2.293,-2.29,0.74256,-0.077
1671159,-2.142,-2.24,0.82667,-0.055
1671160,-1.686,-1.61,0.82667,-0.055
1671161,-1.768,-1.82,0.74256,-0.077
1671162,-1.554,-1.44,0.82667,-0.055
1671163,-2.433,-1.78,0.32442,-0.209
1671164,-2.735,-2.26,0.74256,-0.077
1671165,-2.165,-1.94,0.91281,-0.033
1671166,-2.238,-2.17,1,-0.011
1671167,-1.722,-1.38,0.51122,-0.143
1671168,-1.972,-1.61,0.58407,-0.121
1671169,-2.319,-2.12,0.66142,-0.099
1671170,-2.286,-2.23,0.91281,-0.033
1671171,-2.633,-2.62,0.82667,-0.055
1671172,-1.959,-2.18,0.91281,-0.033
1671173,-1.218,-1.56,0.82667,-0.055
1671174,-2.235,-3.28,0.66142,-0.099
1671175,-0.523,-0.94,0.91281,-0.033
1671176,-0.65,-1.56,0.78398,-0.066
1671177,-0.738,-2.02,0.44342,-0.165
1671178,-0.692,-1.75,0.74256,-0.077
1671179,-1.089,-3.39,0.38107,-0.187
1671180,-0.926,-2.16,0.82667,-0.055
1671181,-0.719,-1.76,0.66142,-0.099
1671182,-0.2,-0.41,0.74256,-0.077
1671183,-0.26,-0.56,0.74256,-0.077
1671184,-0.647,-1.7,0.58407,-0.121
1671185,-1.137,-3.65,0.58407,-0.121
1671186,-2.388,-6.82,0.66142,-0.099
1671187,-1.98,-5,0.66142,-0.099
1671188,-0.86,-2.94,0.66142,-0.099
1671189,-0.93,-3.23,0.58407,-0.121
1671190,-1.13,-4.37,0.58407,-0.121
1671191,-1.01,-4.93,0.476,-0.154
1671192,-1.11,-5.45,0.44342,-0.165
1671193,-1.144,-3.38,0.74256,-0.077
1671194,-0.853,-2.58,0.66142,-0.099
1671195,-1.24,-4.5,0.51122,-0.143
1671196,-1.3,-5.56,0.58407,-0.121
1671197,-1.003,-5.5,0.51122,-0.143
1671198,-0.759,-4.41,0.66142,-0.099
1671199,-0.278,-1.7,0.66142,-0.099
1671200,-0.466,-2.61,0.51122,-0.143
1671201,-0.983,-4.94,0.58407,-0.121
1671202,-0.172,-1.16,0.74256,-0.077
1671203,-0.11,-1.14,0.73927,-0.077
1671204,-0.09,-0.62,0.78398,-0.066
1671205,0,0,0.91166,-0.033
1671206,-0.014,-0.1,0.95628,-0.022
1671207,-1.65,-6.32,0.74256,-0.077
1671208,-1.59,-5.65,0.66142,-0.099
1671209,-0.534,-1.87,0.66142,-0.099
1671210,-0.84,-3.23,0.74256,-0.077
1671211,-0.07,-0.4,0.78398,-0.066
1671212,-0.55,-2.1,0.82667,-0.055
1671213,-0.509,-1.43,0.82667,-0.055
1671214,-1.205,-3.11,0.66142,-0.099
1671215,-1.043,-3.06,0.51122,-0.143
1671216,-1.088,-3.2,0.51122,-0.143
1671217,-1.142,-2.76,0.74256,-0.077
1671218,-1.189,-3.23,0.51122,-0.143
1671219,-0.58,-1.87,0.58407,-0.121
1671220,-0.033,-0.12,1,-0.011
1671221,-0.048,-0.18,1,-0.011
1671222,-0.055,-0.21,1,-0.011
1671223,-0.065,-0.25,1,-0.011
1671224,-0.034,-0.15,0.78398,-0.066
1671225,-0.014,-0.06,0.95628,-0.022
1671226,-0.148,-0.48,1,-0.011
1671227,0,0,0.9561,0.022
1671228,0,0,0.91056,0.033
1671229,0,0,0.91056,0.033
1671230,0,0,1,0.011
1671231,0,0,1,0.011
1671232,0,0,0.6532,0.099
1671233,0,0,0.6532,0.099
1671234,0,0,0.91056,0.033
1671235,0.052,1,0.50032,0.143
1671236,0,0,0.6532,0.099
1671237,0,0,0.91056,0.033
1671238,0,0,1,0.011
1671239,0.053,1.16,0.33061,0.198
1671240,0,0,0.91056,0.033
1671241,0,0,0.69374,0.088
1671242,0,0,0.45689,0.154
1671243,0,0,0.68069,0.088
1671244,0,0,0.69953,0.077
1671245,0,0,0.10588,0.242
1671246,0,0,0.10588,0.242
1671247,0,0,0.79694,0.055
1671248,0,0,0.10588,0.242
1671249,0,0,0.21485,0.121
1671250,0,0,0.21485,0.121
1671251,0,0,0.21485,0.121
1671252,0,0,0.21485,0.121
1671253,0,0,1,0.011
1671254,0,0,0.44636,0.132
1671255,0,0,0.44636,0.132
1671256,0,0,0.53326,0.11
1671257,0,0,0.44636,0.132
1671258,0,0,0.44636,0.132
1671259,0,0,1,0.011
1671260,0,0,1,0.011
1671261,0,0,1,0.011
1671262,0,0,0.21485,0.121
1671263,0,0,1,0.011
1671264,0,0,0.21485,0.121
1671265,0,0,1,0.011
1671266,0,0,0.21485,0.121
1671267,0,0,0.21485,0.121
1671268,0,NA,NA,0
1671269,0,NA,NA,0
1671270,0,NA,NA,0
1671271,0,0,0.21485,0.121
1671272,0,0,0.21485,0.121
1671273,0,NA,NA,0
1671274,0,NA,NA,0
1671275,0,NA,NA,0
1671276,0,NA,NA,0
1671277,0,NA,NA,0
1671278,0,NA,NA,0
1671279,0,NA,NA,0
1671280,0,NA,NA,0
1671281,0,NA,NA,0
1671282,0,NA,NA,0
1673508,0,NA,NA,0
1673509,0,0,0.21485,-0.121
1673510,0,0,0.21485,-0.121
1673511,0,0,0.3633,-0.121
1673512,0,0,0.62797,0.088
1673513,0,0,0.60682,0.099
1673514,0,0,0.54155,0.121
1673515,0,0,0.62528,0.099
1673517,0,0,0.54155,0.121
1673518,0,0,0.82224,-0.055
1673519,0.04,0.15,0.91281,0.033
1673520,0.214,0.43,0.91281,0.033
1673521,0.192,0.35,1,0.011
1673522,0.188,0.35,1,0.011
1673523,-0.471,-0.87,0.91281,-0.033
1673524,-0.393,-0.85,0.91281,-0.033
1673525,-0.381,-0.66,0.82667,-0.055
1673526,-0.733,-2.07,0.91281,-0.033
1673527,-0.055,-0.25,0.95628,-0.022
1673528,0,0,1,0
1673529,-1.368,-3.24,0.51122,-0.143
1673530,-0.823,-3.53,0.70113,-0.088
1673531,-0.375,-2.48,0.62029,-0.11
1673532,-0.141,-1.02,0.69999,-0.088
1673533,-0.78,-3.64,0.476,-0.154
1673534,-1.278,-5.14,0.58407,-0.121
1673535,-2.582,-7.01,0.58407,-0.121
1673536,-2.292,-4.89,0.51122,-0.143
1673537,-2.9,-6.79,0.44342,-0.165
1673538,-3.197,-6.9,0.44342,-0.165
1673539,-1.966,-3.78,0.51122,-0.143
1673540,-1.88,-2.82,0.58407,-0.121
1673541,-0.363,-0.46,0.74256,-0.077
1673542,-0.53,-0.63,1,-0.011
1673543,-1.315,-1.55,0.82667,-0.055
1673544,-1.933,-2.5,0.74256,-0.077
1673545,-2.486,-4.04,0.66142,-0.099
1673546,-1.164,-4.18,0.74256,-0.077
1673547,-2.46,-5.82,0.51122,-0.143
1673548,-2.158,-3.85,0.58407,-0.121
1673549,-2.158,-3.49,0.74256,-0.077
1673550,-2.012,-5.53,0.66142,-0.099
1673551,0,0,1,0
1673552,0,0,0.91166,-0.033
1673553,-0.181,-1.55,0.6217,-0.11
1673554,0,0,0.82441,-0.055
1673555,-0.134,-1.23,0.69999,-0.088
1673556,0.06,0.34,0.91281,0.033
1673557,-1.753,-3.96,0.74256,-0.077
1673558,-1.632,-2.32,0.74256,-0.077
1673559,-2.084,-2.26,0.82667,-0.055
1673560,-2.398,-2.15,0.82667,-0.055
1673561,-3.555,-2.9,0.44342,-0.165
1673562,-2.734,-2.01,0.44342,-0.165
1673563,-3.515,-2.81,0.44342,-0.165
1673564,-3.255,-2.77,0.58407,-0.121
1673565,-2.746,-1.93,0.44342,-0.165
1673566,-3.36,-2.69,0.44342,-0.165
1673567,-3.277,-2.87,0.51122,-0.143
1673568,-1.958,-1.86,0.91281,-0.033
1673569,-1.924,-1.48,0.58407,-0.121
1673570,-2.99,-2.22,0.44342,-0.165
1673571,-2.964,-2.5,0.51122,-0.143
1673572,-2.612,-2.67,0.82667,-0.055
1673573,-1.494,-1.64,0.74256,-0.077
1673574,-1.912,-2.05,0.91281,-0.033
1673575,-2.274,-2.43,0.91281,-0.033
1673576,-2.109,-2.75,0.82667,-0.055
1673577,-2.052,-3.24,0.58407,-0.121
1673578,-0.799,-1.42,0.91281,-0.033
1673579,-0.995,-2.04,0.74256,-0.077
1673580,-0.9,-1.98,0.74256,-0.077
1673581,-0.758,-1.8,0.82667,-0.055
1673582,-0.648,-1.26,0.91281,-0.033
1673583,-1.832,-3.28,0.58407,-0.121
1673584,-2.238,-3.82,0.58407,-0.121
1673585,-0.962,-1.84,0.74256,-0.077
1673586,-0.942,-2.15,0.74256,-0.077
1673587,-1.805,-3.97,0.51122,-0.143
1673588,-2.287,-4.76,0.58407,-0.121
1673589,-2.145,-4.51,0.58407,-0.121
1673590,-2.167,-5.55,0.66142,-0.099
1673591,-1.635,-4.37,0.66142,-0.099
1673592,-2.494,-7.14,0.66142,-0.099
1673593,-0.96,-3.14,0.66142,-0.099
1673594,-1.21,-4.63,0.476,-0.154
1673595,-1.06,-2.89,0.66142,-0.099
1673596,-1.625,-3.62,0.58407,-0.121
1673597,-2.25,-5.89,0.51122,-0.143
1673598,-2.702,-7.34,0.58407,-0.121
1673599,-0.6,-1.94,0.66142,-0.099
1673600,-0.787,-3.04,0.74256,-0.077
1673601,-1.269,-5.75,0.58407,-0.121
1673602,-1.45,-6.41,0.66142,-0.099
1673603,-0.657,-2.57,0.82667,-0.055
1673604,-1.1,-6.09,0.58407,-0.121
1673605,-1.025,-5.72,0.58407,-0.121
1673606,-0.706,-3.56,0.66142,-0.099
1673607,-0.723,-3.23,0.74256,-0.077
1673608,-0.455,-2.13,0.66142,-0.099
1673609,-1.58,-5.79,0.74256,-0.077
1673610,-0.513,-1.35,0.58407,-0.121
1673611,-0.225,-0.64,0.74256,-0.077
1673612,-0.506,-1.94,0.74256,-0.077
1673613,0,0,1,0
1673614,-0.381,-1.71,0.91281,-0.033
1673615,-0.326,-1.14,0.82667,-0.055
1673616,-1.132,-2.82,0.58407,-0.121
1673617,-1.372,-3.09,0.58407,-0.121
1673618,-1.286,-2.82,0.66142,-0.099
1673619,-1.34,-2.57,0.82667,-0.055
1673620,-1.227,-2.5,0.74256,-0.077
1673621,-0.914,-2.49,0.58407,-0.121
1673622,-0.745,-1.83,0.91281,-0.033
1673623,-0.572,-1.49,0.82667,-0.055
1673624,-0.635,-1.65,0.82667,-0.055
1673625,-0.614,-1.77,0.74256,-0.077
1673626,-0.413,-1.23,0.66142,-0.099
1673627,-0.483,-1.41,0.82667,-0.055
1673628,-0.45,-1.25,0.91281,-0.033
1673629,-0.14,-0.53,0.74256,-0.077
1673630,0,0,1,0.011
1673631,0,0,0.91056,0.033
1673632,0,0,1,-0.011
1673633,0,0,0.91056,0.033
1673634,0,0,0.82224,0.055
1673635,0,0,1,-0.011
1673636,0,0,0.91056,0.033
1673637,0,0,0.82224,0.055
1673638,0,0,0.82224,0.055
1673639,0,0,1,-0.011
1673640,0,0,0.82224,0.055
1673641,0,0,0.82224,0.055
1673642,0,0,0.91056,0.033
1673643,0,0,0.6532,0.099
1673644,0,0,0.44471,0.154
1673645,0,0,0.60682,0.099
1673646,0,0,0.14347,0.22
1673647,0,0,0.79694,0.055
1673648,0,0,0.69953,0.077
1673649,0,0,0.79694,0.055
1673650,0,0,0.06904,0.231
1673651,0,0,0.10588,0.242
1673652,0,0,0.21485,0.121
1673653,0,0,0.21485,0.121
1673654,0,0,0.44636,0.132
1673655,0,0,0.69953,0.077
1673656,0,0,0.79694,0.055
1673657,0,0,0.89763,0.033
1673658,0,0,1,-0.011
1673659,0,0,1,0.011
1673660,0,0,1,0.011
1673661,0,0,0.79694,0.055
1673662,0,0,0.93862,0.022
1673663,0,0,1,0.011
1673664,0,0,1,0.011
1673665,0,0,0.21485,0.121
1673666,0,0,0.21485,0.121
1673667,0,0,0.21485,0.121
1673668,0,0,0.21485,0.121
1673669,0,0,0.21485,0.121
1673670,0,NA,NA,0
1673671,0,NA,NA,0
1673672,0,NA,NA,0
1673673,0,0,0.21485,0.121
1673674,0,0,0.21485,0.121
1673675,0,0,0.21485,0.121
1673676,0,NA,NA,0
1673677,0,NA,NA,0
1673678,0,NA,NA,0
1673679,0,NA,NA,0
1673680,0,NA,NA,0
1673681,0,NA,NA,0
1673682,0,NA,NA,0
1673683,0,NA,NA,0
1673684,0,NA,NA,0
1673685,0,NA,NA,0
1675910,0,NA,NA,0
1675911,0,NA,NA,0
1675912,0,0,0.21485,-0.121
1675913,0,0,0.93862,-0.022
1675914,0,0,0.62797,0.088
1675915,0,0,0.54155,0.121
1675916,0,0,0.62528,0.099
1675917,0,0,0.62528,0.099
1675919,0,0,0.62528,0.099
1675920,0,0,1,0
1675921,0.068,0.25,0.95628,0.022
1675922,-0.684,-1.7,1,-0.011
1675923,-0.544,-1.23,1,-0.011
1675924,-1.035,-1.83,0.82667,-0.055
1675925,-0.173,-0.32,1,-0.011
1675926,-1.047,-2.09,0.82667,-0.055
1675927,-1.4,-2.21,0.91281,-0.033
1675928,-0.608,-1.4,1,-0.011
1675929,0,0,0.9561,0.022
1675930,-0.677,-1.97,0.82667,-0.055
1675931,-1.301,-2.93,0.74256,-0.077
1675932,-1.256,-3.49,0.58407,-0.121
1675933,-0.984,-3.76,0.66142,-0.099
1675934,-0.922,-3.98,0.58407,-0.121
1675935,-1.33,-4.54,0.44342,-0.165
1675936,-0.973,-4.06,0.58407,-0.121
1675937,-0.438,-2.49,0.6217,-0.11
1675938,-1.073,-4.92,0.476,-0.154
1675939,-1.345,-5.52,0.51122,-0.143
1675940,-1.31,-4.83,0.66142,-0.099
1675941,-2.805,-7.17,0.44342,-0.165
1675942,-2.052,-3.88,0.44342,-0.165
1675943,-2.628,-4.32,0.58407,-0.121
1675944,-1.923,-2.49,0.66142,-0.099
1675945,-1.566,-1.88,0.74256,-0.077
1675946,-1.679,-1.98,0.74256,-0.077
1675947,-2.348,-3.7,0.66142,-0.099
1675948,-2.678,-6.29,0.51122,-0.143
1675949,-2.375,-4.92,0.66142,-0.099
1675950,-2.228,-3.41,0.74256,-0.077
1675951,-1.955,-2.69,0.82667,-0.055
1675952,-2.326,-5.66,0.51122,-0.143
1675953,-0.208,-1.23,0.86935,-0.044
1675954,-0.103,-1.04,0.62029,-0.11
1675955,-0.297,-1.23,0.82667,-0.055
1675956,-0.126,-1.27,0.62029,-0.11
1675957,-0.084,-0.87,0.73927,-0.077
1675958,-1.133,-3.74,0.82667,-0.055
1675959,-2.03,-3.94,0.74256,-0.077
1675960,-1.863,-2.54,0.74256,-0.077
1675961,-2.123,-2.44,0.82667,-0.055
1675962,-2.315,-2.09,0.82667,-0.055
1675963,-3.53,-2.88,0.44342,-0.165
1675964,-1.4,-1.1,0.44342,-0.165
1675965,-2.653,-1.93,0.38107,-0.187
1675966,-2.932,-2.23,0.44342,-0.165
1675967,-3.367,-2.72,0.44342,-0.165
1675968,-3.29,-2.85,0.51122,-0.143
1675969,-2.026,-2,0.82667,-0.055
1675970,-3.514,-3.12,0.51122,-0.143
1675971,-2.947,-2.14,0.44342,-0.165
1675972,-3.154,-2.44,0.58407,-0.121
1675973,-3.515,-3.16,0.51122,-0.143
1675974,-2.33,-2.23,0.66142,-0.099
1675975,-1.209,-1.4,0.74256,-0.077
1675976,-1.239,-1.41,0.82667,-0.055
1675977,-2.7,-2.63,0.66142,-0.099
1675978,-1.635,-1.87,0.91281,-0.033
1675979,-1.943,-2.53,0.82667,-0.055
1675980,-1.87,-2.64,0.82667,-0.055
1675981,-1.95,-3.1,0.58407,-0.121
1675982,-2.098,-3.54,0.66142,-0.099
1675983,-2.13,-3.68,0.58407,-0.121
1675984,-2.146,-3.57,0.58407,-0.121
1675985,-1.835,-2.77,0.66142,-0.099
1675986,-1.89,-2.71,0.74256,-0.077
1675987,-2.228,-3.82,0.66142,-0.099
1675988,-2.264,-3.9,0.66142,-0.099
1675989,-1.977,-3.33,0.58407,-0.121
1675990,-1.933,-3.11,0.66142,-0.099
1675991,-1.932,-3.21,0.66142,-0.099
1675992,-1.604,-3.05,0.74256,-0.077
1675993,-2.446,-4.96,0.58407,-0.121
1675994,-1.358,-2.66,0.74256,-0.077
1675995,-1.478,-2.92,0.74256,-0.077
1675996,-1.692,-3.67,0.51122,-0.143
1675997,-1.718,-3.35,0.66142,-0.099
1675998,-1.749,-2.86,0.58407,-0.121
